HANSATECH INSTRUMENTS - OxyTrace+ Recording
Software Version: 1.0.48
File Version: 1.05M

RECORDING DESCRIPTION
Date: 21/05/21
Start Time: 12:45
Sample Time(sec),0.100000
Live Rate Over(sec) ,10

INSTRUMENTS USED
Instrument:1,Model:oxygraph+ Serial Number:19013

CALIBRATION DATA
Calibration Type,Liquid
Calibration Data Instrument No,1
Calibration Offset,215.658936
Calibration Factor,0.210076
Calibration Temperature,25.00
Calibration In Date,TRUE,
Calibration Units Index,0
Calibration Units String,



RECORDED DATA
TIME,OXYGEN,RATE,EVENT MARKERS,,,,
Time,Oxygen 1,Rate 1,Label,Trace,Type,Comment
0.0,317.017821,INVALID,Start,All,Start,Start at:12:45:30,
0.1,316.671760,INVALID,,,,,
0.2,316.366359,INVALID,,,,,
0.3,316.082417,INVALID,,,,,
0.4,315.796555,INVALID,,,,,
0.5,315.501093,INVALID,,,,,
0.6,315.202356,INVALID,Stirrer,All,System,Stirrer On,
0.7,314.895260,INVALID,,,,,
0.8,314.578226,INVALID,,,,,
0.9,314.265709,INVALID,,,,,
1.0,313.963358,INVALID,,,,,
1.1,313.669703,INVALID,,,,,
1.2,313.383841,INVALID,,,,,
1.3,313.120568,INVALID,,,,,
1.4,312.899649,INVALID,,,,,
1.5,312.715324,INVALID,,,,,
1.6,312.541051,INVALID,,,,,
1.7,312.357743,INVALID,,,,,
1.8,312.155460,INVALID,,,,,
1.9,311.928103,INVALID,,,,,
2.0,311.683692,INVALID,,,,,
2.1,311.467177,INVALID,,,,,
2.2,311.337630,INVALID,,,,,
2.3,311.339550,INVALID,,,,,
2.4,311.509644,INVALID,,,,,
2.5,311.864063,INVALID,,,,,
2.6,312.404389,INVALID,,,,,
2.7,313.122714,INVALID,,,,,
2.8,314.001420,INVALID,,,,,
2.9,315.022661,INVALID,,,,,
3.0,316.157751,INVALID,,,,,
3.1,317.380259,INVALID,,,,,
3.2,318.673132,INVALID,,,,,
3.3,320.014231,INVALID,,,,,
3.4,321.384922,INVALID,,,,,
3.5,322.776734,INVALID,,,,,
3.6,324.179501,INVALID,,,,,
3.7,325.577638,INVALID,,,,,
3.8,326.964480,INVALID,,,,,
3.9,328.335848,INVALID,,,,,
4.0,329.678190,INVALID,,,,,
4.1,330.992974,INVALID,,,,,
4.2,332.282571,INVALID,,,,,
4.3,333.534897,INVALID,,,,,
4.4,334.737301,INVALID,,,,,
4.5,335.888428,INVALID,,,,,
4.6,336.992345,INVALID,,,,,
4.7,338.056054,INVALID,,,,,
4.8,339.082039,INVALID,,,,,
4.9,340.060701,INVALID,,,,,
5.0,340.991700,INVALID,,,,,
5.1,341.883395,INVALID,,,,,
5.2,342.740528,INVALID,,,,,
5.3,343.559148,INVALID,,,,,
5.4,344.335414,INVALID,,,,,
5.5,345.074408,INVALID,,,,,
5.6,345.775565,INVALID,,,,,
5.7,346.438774,INVALID,,,,,
5.8,347.071713,INVALID,,,,,
5.9,347.680934,INVALID,,,,,
6.0,348.272310,INVALID,,,,,
6.1,348.848213,INVALID,,,,,
6.2,349.405819,INVALID,,,,,
6.3,349.933720,INVALID,,,,,
6.4,350.427738,INVALID,,,,,
6.5,350.895666,INVALID,,,,,
6.6,351.350040,INVALID,,,,,
6.7,351.808029,INVALID,,,,,
6.8,352.266696,INVALID,,,,,
6.9,352.701644,INVALID,,,,,
7.0,353.099546,INVALID,,,,,
7.1,353.465147,INVALID,,,,,
7.2,353.802850,INVALID,,,,,
7.3,354.115480,INVALID,,,,,
7.4,354.406650,INVALID,,,,,
7.5,354.676699,INVALID,,,,,
7.6,354.933760,INVALID,,,,,
7.7,355.180544,INVALID,,,,,
7.8,355.416597,INVALID,,,,,
7.9,355.645535,INVALID,,,,,
8.0,355.870407,INVALID,,,,,
8.1,356.095053,INVALID,,,,,
8.2,356.315294,INVALID,,,,,
8.3,356.519723,INVALID,,,,,
8.4,356.705855,INVALID,,,,,
8.5,356.894020,INVALID,,,,,
8.6,357.090769,INVALID,,,,,
8.7,357.286727,INVALID,,,,,
8.8,357.478620,INVALID,,,,,
8.9,357.661589,INVALID,,,,,
9.0,357.837217,INVALID,,,,,
9.1,358.007199,INVALID,,,,,
9.2,358.164304,INVALID,,,,,
9.3,358.304355,INVALID,,,,,
9.4,358.428368,INVALID,,,,,
9.5,358.541086,INVALID,,,,,
9.6,358.647253,INVALID,,,,,
9.7,358.749129,INVALID,,,,,
9.8,358.844567,INVALID,,,,,
9.9,358.930969,361.790269,,,,,
10.0,359.017485,362.874506,,,,,
10.1,359.110099,363.563485,,,,,
10.2,359.208134,363.870767,,,,,
10.3,359.306396,363.801329,,,,,
10.4,359.397316,363.349105,,,,,
10.5,359.482928,362.505998,,,,,
10.6,359.565377,361.266947,,,,,
10.7,359.644890,359.625119,,,,,
10.8,359.719433,357.572347,,,,,
10.9,359.794654,355.107695,,,,,
11.0,359.890769,352.239515,,,,,
11.1,360.015799,348.978405,,,,,
11.2,360.148282,345.326842,,,,,
11.3,360.260097,341.282661,,,,,
11.4,360.342433,336.848054,,,,,
11.5,360.403423,332.026537,,,,,
11.6,360.450860,326.815168,,,,,
11.7,360.487228,321.205118,,,,,
11.8,360.515803,315.185130,,,,,
11.9,360.543022,308.743938,,,,,
12.0,360.570581,301.873631,,,,,
12.1,360.598139,294.582393,,,,,
12.2,360.625471,286.900011,,,,,
12.3,360.648399,278.871591,,,,,
12.4,360.666809,270.556527,,,,,
12.5,360.682960,262.022132,,,,,
12.6,360.703968,253.340175,,,,,
12.7,360.729832,244.580855,,,,,
12.8,360.757955,235.808283,,,,,
12.9,360.786191,227.080455,,,,,
13.0,360.816121,218.446525,,,,,
13.1,360.852150,209.948412,,,,,
13.2,360.885582,201.619323,,,,,
13.3,360.914044,193.484091,,,,,
13.4,360.941941,185.562727,,,,,
13.5,360.971307,177.873105,,,,,
13.6,361.005303,170.430669,,,,,
13.7,361.045172,163.245685,,,,,
13.8,361.087300,156.324631,,,,,
13.9,361.128299,149.671161,,,,,
14.0,361.168507,143.284018,,,,,
14.1,361.203746,137.160786,,,,,
14.2,361.232434,131.299184,,,,,
14.3,361.257733,125.693530,,,,,
14.4,361.277047,120.332375,,,,,
14.5,361.288680,115.202852,,,,,
14.6,361.298393,110.295316,,,,,
14.7,361.311269,105.604151,,,,,
14.8,361.330808,101.125582,,,,,
14.9,361.356333,96.851780,,,,,
15.0,361.388523,92.774654,,,,,
15.1,361.425342,88.888032,,,,,
15.2,361.459677,85.184617,,,,,
15.3,361.488817,81.654478,,,,,
15.4,361.512648,78.286004,,,,,
15.5,361.531058,75.069129,,,,,
15.6,361.548903,71.995081,,,,,
15.7,361.568330,69.055545,,,,,
15.8,361.587079,66.243908,,,,,
15.9,361.607070,63.556410,,,,,
16.0,361.631014,60.992214,,,,,
16.1,361.657330,58.550625,,,,,
16.2,361.682403,56.228505,,,,,
16.3,361.705105,54.018039,,,,,
16.4,361.726903,51.910224,,,,,
16.5,361.746782,49.898287,,,,,
16.6,361.763723,47.979481,,,,,
16.7,361.781681,46.158630,,,,,
16.8,361.801560,44.439836,,,,,
16.9,361.823584,42.818396,,,,,
17.0,361.852497,41.286270,,,,,
17.1,361.890898,39.837749,,,,,
17.2,361.934495,38.466898,,,,,
17.3,361.975833,37.165910,,,,,
17.4,362.007231,35.925394,,,,,
17.5,362.027900,34.735715,,,,,
17.6,362.042808,33.591893,,,,,
17.7,362.050376,32.489317,,,,,
17.8,362.050940,31.423312,,,,,
17.9,362.052070,30.393188,,,,,
18.0,362.058169,29.400878,,,,,
18.1,362.065736,28.448398,,,,,
18.2,362.067543,27.533657,,,,,
18.3,362.063703,26.650464,,,,,
18.4,362.055684,25.792177,,,,,
18.5,362.044728,24.959886,,,,,
18.6,362.037500,24.159475,,,,,
18.7,362.038968,23.395225,,,,,
18.8,362.046536,22.669231,,,,,
18.9,362.061331,21.982153,,,,,
19.0,362.083017,21.334988,,,,,
19.1,362.103798,20.726469,,,,,
19.2,362.111704,20.148399,,,,,
19.3,362.104024,19.590095,,,,,
19.4,362.089454,19.044332,,,,,
19.5,362.073416,18.507479,,,,,
19.6,362.060654,17.979249,,,,,
19.7,362.050940,17.460022,,,,,
19.8,362.039307,16.947579,,,,,
19.9,362.026093,16.438840,,,,,
20.0,362.014572,15.935168,,,,,
20.1,362.003617,15.439687,,,,,
20.2,361.996501,14.956484,,,,,
20.3,361.997744,14.489377,,,,,
20.4,362.007909,14.039576,,,,,
20.5,362.022930,13.607462,,,,,
20.6,362.039646,13.192998,,,,,
20.7,362.057152,12.795871,,,,,
20.8,362.075223,12.414922,,,,,
20.9,362.099506,12.053018,,,,,
21.0,362.125371,11.718687,,,,,
21.1,362.140731,11.419206,,,,,
21.2,362.148976,11.155538,,,,,
21.3,362.153494,10.919734,,,,,
21.4,362.155188,10.700841,,,,,
21.5,362.160609,10.493005,,,,,
21.6,362.174276,10.294636,,,,,
21.7,362.210192,10.109885,,,,,
21.8,362.280104,9.948037,,,,,
21.9,362.366168,9.814059,,,,,
22.0,362.443873,9.704671,,,,,
22.1,362.499668,9.611703,,,,,
22.2,362.528017,9.525086,,,,,
22.3,362.536601,9.436166,,,,,
22.4,362.535358,9.339901,,,,,
22.5,362.529146,9.233840,,,,,
