HANSATECH INSTRUMENTS - OxyTrace+ Recording
Software Version: 1.0.48
File Version: 1.05M

RECORDING DESCRIPTION
Date: 21/05/21
Start Time: 12:36
Sample Time(sec),0.100000
Live Rate Over(sec) ,10

INSTRUMENTS USED
Instrument:1,Model:oxygraph+ Serial Number:19013

CALIBRATION DATA
Calibration Type,Liquid
Calibration Data Instrument No,1
Calibration Offset,215.658936
Calibration Factor,0.210076
Calibration Temperature,25.00
Calibration In Date,TRUE,
Calibration Units Index,0
Calibration Units String,



RECORDED DATA
TIME,OXYGEN,RATE,EVENT MARKERS,,,,
Time,Oxygen 1,Rate 1,Label,Trace,Type,Comment
0.0,278.135079,INVALID,Start,All,Start,Start at:12:36:18,
0.1,277.803814,INVALID,,,,,
0.2,277.272524,INVALID,,,,,
0.3,277.272524,INVALID,,,,,
0.4,276.805048,INVALID,,,,,
0.5,276.556119,INVALID,,,,,
0.6,276.296573,INVALID,,,,,
0.7,276.036689,INVALID,,,,,
0.8,275.775788,INVALID,Stirrer,All,System,Stirrer On,
0.9,275.519065,INVALID,,,,,
1.0,275.279624,INVALID,,,,,
1.1,275.067288,INVALID,,,,,
1.2,274.859358,INVALID,,,,,
1.3,274.633809,INVALID,,,,,
1.4,274.408711,INVALID,,,,,
1.5,274.219303,INVALID,,,,,
1.6,274.077897,INVALID,,,,,
1.7,273.977490,INVALID,,,,,
1.8,273.902834,INVALID,,,,,
1.9,273.823886,INVALID,,,,,
2.0,273.726528,INVALID,,,,,
2.1,273.629509,INVALID,,,,,
2.2,273.576086,INVALID,,,,,
2.3,273.611889,INVALID,,,,,
2.4,273.777127,INVALID,,,,,
2.5,274.104100,INVALID,,,,,
2.6,274.615850,INVALID,,,,,
2.7,275.317460,INVALID,,,,,
2.8,276.210623,INVALID,,,,,
2.9,277.305956,INVALID,,,,,
3.0,278.603233,INVALID,,,,,
3.1,280.085626,INVALID,,,,,
3.2,281.724898,INVALID,,,,,
3.3,283.482536,INVALID,,,,,
