HANSATECH INSTRUMENTS - OxyTrace+ Recording
Software Version: 1.0.48
File Version: 1.05M

RECORDING DESCRIPTION
Date: 21/05/21
Start Time: 13:17
Sample Time(sec),0.100000
Live Rate Over(sec) ,10

INSTRUMENTS USED
Instrument:1,Model:oxygraph+ Serial Number:19013

CALIBRATION DATA
Calibration Type,Liquid
Calibration Data Instrument No,1
Calibration Offset,215.658936
Calibration Factor,0.210076
Calibration Temperature,25.00
Calibration In Date,TRUE,
Calibration Units Index,0
Calibration Units String,



RECORDED DATA
TIME,OXYGEN,RATE,EVENT MARKERS,,,,
Time,Oxygen 1,Rate 1,Label,Trace,Type,Comment
0.0,300.775087,INVALID,Start,All,Start,Start at:13:17:39,
0.1,300.495889,INVALID,,,,,
0.2,300.244136,INVALID,,,,,
0.3,300.002097,INVALID,,,,,
0.4,299.749553,INVALID,,,,,
0.5,299.477132,INVALID,,,,,
0.6,299.177604,INVALID,,,,,
0.7,298.839675,INVALID,,,,,
0.8,298.472380,INVALID,,,,,
0.9,298.094582,INVALID,,,,,
1.0,297.720962,INVALID,,,,,
1.1,297.363494,INVALID,Stirrer,All,System,Stirrer On,
1.2,297.022176,INVALID,,,,,
1.3,296.692944,INVALID,,,,,
1.4,296.375910,INVALID,,,,,
1.5,296.067120,INVALID,,,,,
1.6,295.765446,INVALID,,,,,
1.7,295.480940,INVALID,,,,,
1.8,295.236641,INVALID,,,,,
1.9,295.047460,INVALID,,,,,
2.0,294.892161,INVALID,,,,,
2.1,294.743753,INVALID,,,,,
2.2,294.597377,INVALID,,,,,
2.3,294.471331,INVALID,,,,,
2.4,294.383009,INVALID,,,,,
2.5,294.325859,INVALID,,,,,
2.6,294.298301,INVALID,,,,,
2.7,294.316711,INVALID,,,,,
2.8,294.411697,INVALID,,,,,
2.9,294.618611,INVALID,,,,,
3.0,294.959589,INVALID,,,,,
3.1,295.444120,INVALID,,,,,
3.2,296.071751,INVALID,,,,,
3.3,296.837739,INVALID,,,,,
3.4,297.737226,INVALID,,,,,
3.5,298.761517,INVALID,,,,,
3.6,299.895477,INVALID,,,,,
3.7,301.119567,INVALID,,,,,
