HANSATECH INSTRUMENTS - OxyTrace+ Recording
Software Version: 1.0.48
File Version: 1.05M

RECORDING DESCRIPTION
Date: 21/05/21
Start Time: 10:26
Sample Time(sec),0.100000
Live Rate Over(sec) ,10

INSTRUMENTS USED
Instrument:1,Model:oxygraph+ Serial Number:19013

CALIBRATION DATA
Calibration Type,Liquid
Calibration Data Instrument No,1
Calibration Offset,215.658936
Calibration Factor,0.210076
Calibration Temperature,25.00
Calibration In Date,TRUE,
Calibration Units Index,0
Calibration Units String,



RECORDED DATA
TIME,OXYGEN,RATE,EVENT MARKERS,,,,
Time,Oxygen 1,Rate 1,Label,Trace,Type,Comment
0.0,323.636127,INVALID,Start,All,Start,Start at:10:26:44,
0.1,323.388553,INVALID,,,,,
0.2,323.175879,INVALID,,,,,
0.3,322.988053,INVALID,,,,,
0.4,322.798758,INVALID,,,,,
0.5,322.565641,INVALID,,,,,
0.6,322.266000,INVALID,,,,,
0.7,321.919036,INVALID,,,,,
0.8,321.561906,INVALID,Stirrer,All,System,Stirrer On,
0.9,321.217200,INVALID,,,,,
1.0,320.884805,INVALID,,,,,
1.1,320.557154,INVALID,,,,,
1.2,320.230294,INVALID,,,,,
1.3,319.906821,INVALID,,,,,
1.4,319.595660,INVALID,,,,,
1.5,319.328773,INVALID,,,,,
1.6,319.148401,INVALID,,,,,
1.7,319.043137,INVALID,,,,,
1.8,318.948828,INVALID,,,,,
1.9,318.813182,INVALID,,,,,
2.0,318.621403,INVALID,,,,,
2.1,318.382865,INVALID,,,,,
2.2,318.133145,INVALID,,,,,
2.3,317.920133,INVALID,,,,,
2.4,317.787197,INVALID,,,,,
2.5,317.769917,INVALID,,,,,
2.6,317.896753,INVALID,,,,,
2.7,318.185213,INVALID,,,,,
2.8,318.638345,INVALID,,,,,
2.9,319.251971,INVALID,,,,,
3.0,320.021460,INVALID,,,,,
3.1,320.932355,INVALID,,,,,
3.2,321.957775,INVALID,,,,,
3.3,323.073213,INVALID,,,,,
3.4,324.264548,INVALID,,,,,
3.5,326.830754,INVALID,,,,,
3.6,328.178969,INVALID,,,,,
3.7,329.550225,INVALID,,,,,
3.8,330.932210,INVALID,,,,,
3.9,332.303353,INVALID,,,,,
4.0,333.632819,INVALID,,,,,
4.1,334.918463,INVALID,,,,,
4.2,336.171467,INVALID,,,,,
4.3,337.403575,INVALID,,,,,
4.4,338.618968,INVALID,,,,,
4.5,339.813353,INVALID,,,,,
4.6,340.983568,INVALID,,,,,
4.7,342.123514,INVALID,,,,,
4.8,343.231045,INVALID,,,,,
4.9,344.288655,INVALID,,,,,
5.0,345.287195,INVALID,,,,,
5.1,346.241121,INVALID,,,,,
5.2,347.163650,INVALID,,,,,
5.3,348.058846,INVALID,,,,,
5.4,348.925128,INVALID,,,,,
5.5,349.765320,INVALID,,,,,
5.6,350.577841,INVALID,,,,,
5.7,351.366417,INVALID,,,,,
5.8,352.122805,INVALID,,,,,
5.9,352.825318,INVALID,,,,,
6.0,353.478248,INVALID,,,,,
6.1,354.097296,INVALID,,,,,
6.2,354.691156,INVALID,,,,,
6.3,355.262880,INVALID,,,,,
6.4,355.821389,INVALID,,,,,
6.5,356.370411,INVALID,,,,,
6.6,356.901249,INVALID,,,,,
6.7,357.412886,INVALID,,,,,
6.8,357.905549,INVALID,,,,,
6.9,358.374945,INVALID,,,,,
