HANSATECH INSTRUMENTS - OxyTrace+ Recording
Software Version: 1.0.48
File Version: 1.05M

RECORDING DESCRIPTION
Date: 21/05/21
Start Time: 08:46
Sample Time(sec),0.100000
Live Rate Over(sec) ,10

INSTRUMENTS USED
Instrument:1,Model:oxygraph+ Serial Number:19013

CALIBRATION DATA
Calibration Type,Liquid
Calibration Data Instrument No,1
Calibration Offset,215.658936
Calibration Factor,0.210076
Calibration Temperature,25.00
Calibration In Date,TRUE,
Calibration Units Index,0
Calibration Units String,



RECORDED DATA
TIME,OXYGEN,RATE,EVENT MARKERS,,,,
Time,Oxygen 1,Rate 1,Label,Trace,Type,Comment
0.0,323.379969,INVALID,Start,All,Start,Start at:08:46:03,
0.1,323.242403,INVALID,,,,,
0.2,323.160293,INVALID,,,,,
0.3,323.121214,INVALID,,,,,
0.4,323.088686,INVALID,,,,,
0.5,323.048591,INVALID,,,,,
0.6,322.994265,INVALID,,,,,
0.7,322.912041,INVALID,,,,,
0.8,322.792320,INVALID,,,,,
0.9,322.659724,INVALID,,,,,
1.0,322.544859,INVALID,,,,,
1.1,322.449986,INVALID,Stirrer,All,System,Stirrer On,
1.2,322.365730,INVALID,,,,,
1.3,322.283168,INVALID,,,,,
1.4,322.199702,INVALID,,,,,
1.5,322.110476,INVALID,,,,,
1.6,322.027349,INVALID,,,,,
1.7,322.070042,INVALID,,,,,
1.8,322.339414,INVALID,,,,,
1.9,322.772442,INVALID,,,,,
2.0,323.250874,INVALID,,,,,
2.1,323.720270,INVALID,,,,,
2.2,324.211351,INVALID,,,,,
2.3,324.732815,INVALID,,,,,
2.4,325.205599,INVALID,,,,,
2.5,325.544545,INVALID,,,,,
2.6,325.715881,INVALID,,,,,
2.7,325.728870,INVALID,,,,,
2.8,325.646082,INVALID,,,,,
2.9,325.541044,INVALID,,,,,
3.0,325.453964,INVALID,,,,,
3.1,325.413530,INVALID,,,,,
3.2,325.443234,INVALID,,,,,
3.3,325.560244,INVALID,,,,,
3.4,325.790312,INVALID,,,,,
3.5,326.147780,INVALID,,,,,
3.6,326.618532,INVALID,,,,,
3.7,327.178848,INVALID,,,,,
3.8,327.812804,INVALID,,,,,
3.9,328.518479,INVALID,,,,,
4.0,329.308072,INVALID,,,,,
4.1,330.174016,INVALID,,,,,
4.2,331.083555,INVALID,,,,,
4.3,332.017830,INVALID,,,,,
4.4,332.965658,INVALID,,,,,
4.5,333.910775,INVALID,,,,,
4.6,334.844598,INVALID,,,,,
4.7,335.755719,INVALID,,,,,
4.8,336.633183,INVALID,,,,,
4.9,337.484104,INVALID,,,,,
5.0,338.327798,INVALID,,,,,
5.1,339.177138,INVALID,,,,,
5.2,340.027495,INVALID,,,,,
5.3,340.869381,INVALID,,,,,
5.4,341.703023,INVALID,,,,,
5.5,342.525370,INVALID,,,,,
5.6,343.329532,INVALID,,,,,
5.7,344.129065,INVALID,,,,,
5.8,344.946668,INVALID,,,,,
5.9,345.773419,INVALID,,,,,
6.0,346.576453,INVALID,,,,,
6.1,347.331372,INVALID,,,,,
6.2,348.035918,INVALID,,,,,
6.3,348.692124,INVALID,,,,,
6.4,349.304282,INVALID,,,,,
6.5,349.874989,INVALID,,,,,
6.6,350.403794,INVALID,,,,,
6.7,350.904814,INVALID,,,,,
6.8,351.392507,INVALID,,,,,
6.9,351.879184,INVALID,,,,,
7.0,352.368797,INVALID,,,,,
7.1,352.859088,INVALID,,,,,
7.2,353.351412,INVALID,,,,,
7.3,353.839896,INVALID,,,,,
7.4,354.318440,INVALID,,,,,
7.5,354.775074,INVALID,,,,,
7.6,355.200535,INVALID,,,,,
7.7,355.602955,INVALID,,,,,
7.8,355.986965,INVALID,,,,,
7.9,356.358778,INVALID,,,,,
8.0,356.722910,INVALID,,,,,
8.1,357.075973,INVALID,,,,,
8.2,357.416274,INVALID,,,,,
8.3,357.754881,INVALID,,,,,
8.4,358.104218,INVALID,,,,,
8.5,358.453441,INVALID,,,,,
8.6,358.798712,INVALID,,,,,
8.7,359.149742,INVALID,,,,,
8.8,359.501112,INVALID,,,,,
8.9,359.834636,INVALID,,,,,
9.0,360.140941,INVALID,,,,,
9.1,360.430417,INVALID,,,,,
9.2,360.705097,INVALID,,,,,
9.3,360.965095,INVALID,,,,,
9.4,361.214701,INVALID,,,,,
9.5,361.455160,INVALID,,,,,
9.6,361.689858,INVALID,,,,,
9.7,361.926702,INVALID,,,,,
9.8,362.172017,INVALID,,,,,
9.9,362.413604,298.156423,,,,,
10.0,362.647399,300.496425,,,,,
10.1,362.873852,302.584364,,,,,
10.2,363.090931,304.434445,,,,,
10.3,363.301798,306.057946,,,,,
10.4,363.504081,307.452391,,,,,
10.5,363.688970,308.607137,,,,,
10.6,363.853869,309.508264,,,,,
10.7,364.008828,310.140506,,,,,
10.8,364.168080,310.490050,,,,,
10.9,364.333882,310.552539,,,,,
11.0,364.503524,310.333642,,,,,
11.1,364.675877,309.839546,,,,,
11.2,364.851844,309.073475,,,,,
11.3,365.030635,308.035178,,,,,
11.4,365.199825,306.719023,,,,,
11.5,365.354559,305.115943,,,,,
11.6,365.502177,303.223863,,,,,
11.7,365.647875,301.086189,,,,,
11.8,365.789507,298.783160,,,,,
11.9,365.928541,296.374281,,,,,
12.0,366.067915,293.878299,,,,,
12.1,366.215420,291.297269,,,,,
12.2,366.379076,288.647151,,,,,
12.3,366.556285,285.946183,,,,,
12.4,366.745580,283.183448,,,,,
12.5,366.926968,280.309502,,,,,
12.6,367.086220,277.256639,,,,,
12.7,367.228529,273.961328,,,,,
12.8,367.358528,270.383420,,,,,
12.9,367.486607,266.512610,,,,,
13.0,367.614234,262.353586,,,,,
13.1,367.743442,257.922329,,,,,
13.2,367.878523,253.245215,,,,,
13.3,368.025012,248.357300,,,,,
13.4,368.191718,243.306689,,,,,
13.5,368.384400,238.149424,,,,,
13.6,368.601140,232.936462,,,,,
13.7,368.818106,227.702280,,,,,
13.8,369.002770,222.464616,,,,,
13.9,369.139658,217.235756,,,,,
14.0,369.235774,212.035778,,,,,
14.1,369.309301,206.889387,,,,,
14.2,369.371646,201.814158,,,,,
14.3,369.432071,196.824502,,,,,
14.4,369.485607,191.929182,,,,,
14.5,369.528412,187.129829,,,,,
14.6,369.564442,182.426417,,,,,
14.7,369.603972,177.818404,,,,,
14.8,369.656265,173.304377,,,,,
14.9,369.721434,168.885214,,,,,
15.0,369.800608,164.568936,,,,,
15.1,369.887688,160.365922,,,,,
15.2,369.973752,156.281666,,,,,
15.3,370.059928,152.318633,,,,,
15.4,370.146782,148.479506,,,,,
15.5,370.230474,144.764430,,,,,
15.6,370.307953,141.169897,,,,,
15.7,370.383287,137.698690,,,,,
15.8,370.460993,134.363442,,,,,
15.9,370.539941,131.173248,,,,,
16.0,370.623520,128.126521,,,,,
16.1,370.713649,125.213279,,,,,
16.2,370.814960,122.423976,,,,,
16.3,370.921015,119.747071,,,,,
16.4,371.021083,117.168372,,,,,
16.5,371.114714,114.674199,,,,,
16.6,371.201907,112.250457,,,,,
16.7,371.279161,109.886679,,,,,
16.8,371.347040,107.577728,,,,,
16.9,371.417630,105.327225,,,,,
17.0,371.499402,103.143218,,,,,
17.1,371.599584,101.035452,,,,,
17.2,371.726872,99.017139,,,,,
17.3,371.870537,97.095347,,,,,
17.4,372.011943,95.268139,,,,,
17.5,372.139909,93.525186,,,,,
17.6,372.250594,91.851359,,,,,
17.7,372.343886,90.234346,,,,,
17.8,372.422156,88.664325,,,,,
17.9,372.498845,87.138498,,,,,
18.0,372.580956,85.658130,,,,,
18.1,372.664535,84.221750,,,,,
18.2,372.750937,82.827663,,,,,
18.3,372.844342,81.479578,,,,,
18.4,372.937747,80.183163,,,,,
18.5,373.023245,78.937400,,,,,
18.6,373.096207,77.738284,,,,,
18.7,373.156971,76.585521,,,,,
18.8,373.220785,75.482413,,,,,
18.9,373.294650,74.428123,,,,,
19.0,373.365015,73.413374,,,,,
19.1,373.418324,72.427669,,,,,
19.2,373.467116,71.465716,,,,,
19.3,373.520765,70.525534,,,,,
19.4,373.574187,69.604750,,,,,
19.5,373.629530,68.702134,,,,,
19.6,373.692327,67.819582,,,,,
19.7,373.771162,66.964829,,,,,
19.8,373.864680,66.147325,,,,,
19.9,373.966217,65.369667,,,,,
20.0,374.065721,64.629305,,,,,
20.1,374.157544,63.921798,,,,,
20.2,374.244850,63.243097,,,,,
20.3,374.322443,62.588416,,,,,
20.4,374.388176,61.951366,,,,,
20.5,374.444423,61.323222,,,,,
20.6,374.495247,60.695711,,,,,
20.7,374.554091,60.068898,,,,,
20.8,374.642866,59.455702,,,,,
20.9,374.775236,58.874554,,,,,
21.0,374.928502,58.334538,,,,,
21.1,375.067536,57.831685,,,,,
21.2,375.179012,57.357727,,,,,
21.3,375.259202,56.903003,,,,,
21.4,375.305170,56.452535,,,,,
21.5,375.325388,55.992773,,,,,
21.6,375.332729,55.517511,,,,,
21.7,375.336795,55.025892,,,,,
21.8,375.344136,54.518625,,,,,
21.9,375.356899,53.997665,,,,,
22.0,375.377116,53.466701,,,,,
22.1,375.413597,52.935345,,,,,
22.2,375.470408,52.417517,,,,,
22.3,375.538626,51.922980,,,,,
22.4,375.610572,51.458242,,,,,
22.5,375.681614,51.020951,,,,,
22.6,375.752430,50.603771,,,,,
22.7,375.820422,50.200172,,,,,
22.8,375.884123,49.804683,,,,,
22.9,375.945790,49.416357,,,,,
23.0,376.004860,49.034584,,,,,
23.1,376.061445,48.659547,,,,,
23.2,376.111592,48.291608,,,,,
23.3,376.159819,47.934844,,,,,
23.4,376.212451,47.598883,,,,,
23.5,376.272990,47.296812,,,,,
23.6,376.345274,47.042516,,,,,
23.7,376.426707,46.840380,,,,,
23.8,376.581440,46.705759,,,,,
23.9,376.637573,46.586351,,,,,
24.0,376.690205,46.466665,,,,,
24.1,376.742386,46.338637,,,,,
24.2,376.787225,46.195738,,,,,
24.3,376.811846,46.030191,,,,,
24.4,376.830256,45.837533,,,,,
24.5,376.863801,45.619511,,,,,
24.6,376.917901,45.381054,,,,,
24.7,376.993687,45.131034,,,,,
24.8,377.081218,44.878018,,,,,
24.9,377.167847,44.626112,,,,,
25.0,377.251312,44.379127,,,,,
25.1,377.333875,44.139585,,,,,
25.2,377.415646,43.906868,,,,,
25.3,377.487140,43.677383,,,,,
25.4,377.542031,43.445565,,,,,
25.5,377.589467,43.207838,,,,,
25.6,377.631257,42.960190,,,,,
25.7,377.670900,42.701334,,,,,
25.8,377.714722,42.433878,,,,,
25.9,377.764305,42.160571,,,,,
26.0,377.819422,41.885282,,,,,
26.1,377.867423,41.608060,,,,,
26.2,377.899838,41.327721,,,,,
26.3,377.923330,41.043304,,,,,
26.4,377.951002,40.754717,,,,,
26.5,377.988386,40.463602,,,,,
26.6,378.029498,40.169352,,,,,
26.7,378.066657,39.867276,,,,,
26.8,378.103364,39.554091,,,,,
26.9,378.144475,39.232579,,,,,
27.0,378.192589,38.909514,,,,,
