HANSATECH INSTRUMENTS - OxyTrace+ Recording
Software Version: 1.0.48
File Version: 1.05M

RECORDING DESCRIPTION
Date: 21/05/21
Start Time: 10:38
Sample Time(sec),0.100000
Live Rate Over(sec) ,10

INSTRUMENTS USED
Instrument:1,Model:oxygraph+ Serial Number:19013

CALIBRATION DATA
Calibration Type,Liquid
Calibration Data Instrument No,1
Calibration Offset,215.658936
Calibration Factor,0.210076
Calibration Temperature,25.00
Calibration In Date,TRUE,
Calibration Units Index,0
Calibration Units String,



RECORDED DATA
TIME,OXYGEN,RATE,EVENT MARKERS,,,,
Time,Oxygen 1,Rate 1,Label,Trace,Type,Comment
0.0,336.582809,INVALID,Start,All,Start,Start at:10:38:12,
0.1,336.067332,INVALID,,,,,
0.2,335.583140,INVALID,,,,,
0.3,335.142771,INVALID,,,,,
0.4,334.724425,INVALID,,,,,
0.5,334.305515,INVALID,,,,,
0.6,333.875649,INVALID,,,,,
0.7,333.432795,INVALID,,,,,
0.8,332.989263,INVALID,,,,,
0.9,332.556574,INVALID,Stirrer,All,System,Stirrer On,
1.0,332.130210,INVALID,,,,,
1.1,331.705765,INVALID,,,,,
1.2,331.286968,INVALID,,,,,
1.3,330.872914,INVALID,,,,,
1.4,330.466654,INVALID,,,,,
1.5,330.068977,INVALID,,,,,
1.6,329.672430,INVALID,,,,,
1.7,329.270688,INVALID,,,,,
1.8,328.861830,INVALID,,,,,
1.9,328.439192,INVALID,,,,,
2.0,327.997129,INVALID,,,,,
2.1,327.553145,INVALID,,,,,
2.2,327.140334,INVALID,,,,,
2.3,326.786141,INVALID,,,,,
2.4,326.516204,INVALID,,,,,
2.5,326.350063,INVALID,,,,,
2.6,326.296415,INVALID,,,,,
2.7,326.366327,INVALID,,,,,
2.8,326.569514,INVALID,,,,,
2.9,326.914558,INVALID,,,,,
3.0,327.406205,INVALID,,,,,
3.1,328.032706,INVALID,,,,,
3.2,328.770345,INVALID,,,,,
3.3,329.611779,INVALID,,,,,
3.4,330.562092,INVALID,,,,,
3.5,331.624897,INVALID,,,,,
3.6,332.795451,INVALID,,,,,
3.7,334.048680,INVALID,,,,,
3.8,335.355896,INVALID,,,,,
3.9,336.696205,INVALID,,,,,
4.0,338.047131,INVALID,,,,,
4.1,339.390490,INVALID,,,,,
4.2,340.713970,INVALID,,,,,
4.3,342.005713,INVALID,,,,,
4.4,343.247535,INVALID,,,,,
4.5,344.415265,INVALID,,,,,
4.6,345.498174,INVALID,,,,,
4.7,346.505298,INVALID,,,,,
4.8,347.461597,INVALID,,,,,
4.9,348.396323,INVALID,,,,,
5.0,349.315802,INVALID,,,,,
5.1,350.192023,INVALID,,,,,
5.2,351.012676,INVALID,,,,,
5.3,351.789280,INVALID,,,,,
5.4,352.526016,INVALID,,,,,
5.5,353.231917,INVALID,,,,,
5.6,353.913761,INVALID,,,,,
5.7,354.573242,INVALID,,,,,
5.8,355.214314,INVALID,,,,,
5.9,355.832458,INVALID,,,,,
6.0,356.422139,INVALID,,,,,
6.1,356.986747,INVALID,,,,,
6.2,357.530009,INVALID,,,,,
6.3,358.056781,INVALID,,,,,
6.4,358.570000,INVALID,,,,,
6.5,359.057015,INVALID,,,,,
6.6,359.509357,INVALID,,,,,
6.7,359.936399,INVALID,,,,,
6.8,360.350339,INVALID,,,,,
6.9,360.759536,INVALID,,,,,
7.0,361.167491,INVALID,,,,,
7.1,361.563134,INVALID,,,,,
7.2,361.939577,INVALID,,,,,
7.3,362.302241,INVALID,,,,,
7.4,362.652142,INVALID,,,,,
7.5,362.988264,INVALID,,,,,
7.6,363.319191,INVALID,,,,,
7.7,363.649440,INVALID,,,,,
7.8,363.976301,INVALID,,,,,
7.9,364.297514,INVALID,,,,,
8.0,364.604496,INVALID,,,,,
8.1,364.891375,INVALID,,,,,
8.2,365.160747,INVALID,,,,,
8.3,365.417808,INVALID,,,,,
8.4,365.661993,INVALID,,,,,
8.5,365.890931,INVALID,,,,,
8.6,366.111172,INVALID,,,,,
8.7,366.329267,INVALID,,,,,
8.8,366.542845,INVALID,,,,,
8.9,366.757439,INVALID,,,,,
9.0,366.975421,INVALID,,,,,
9.1,367.184142,INVALID,,,,,
9.2,367.368467,INVALID,,,,,
9.3,367.512584,INVALID,,,,,
9.4,367.618526,INVALID,,,,,
9.5,367.694763,INVALID,,,,,
9.6,367.745249,INVALID,,,,,
9.7,367.789523,INVALID,,,,,
9.8,367.852207,INVALID,,,,,
9.9,367.939400,295.681213,,,,,
10.0,368.046697,299.086782,,,,,
10.1,368.176922,302.124759,,,,,
10.2,368.329961,304.810003,,,,,
10.3,368.495312,307.158248,,,,,
10.4,368.656935,309.171814,,,,,
10.5,368.810991,310.843622,,,,,
10.6,368.958835,312.163347,,,,,
10.7,369.101257,313.120175,,,,,
10.8,369.240969,313.708678,,,,,
10.9,369.371194,313.925217,,,,,
11.0,369.491931,313.764659,,,,,
11.1,369.606344,313.221506,,,,,
11.2,369.717368,312.292725,,,,,
11.3,369.829409,310.976588,,,,,
11.4,369.936593,309.270410,,,,,
11.5,370.037113,307.171238,,,,,
11.6,370.132212,304.673965,,,,,
11.7,370.221777,301.771189,,,,,
