HANSATECH INSTRUMENTS - OxyTrace+ Recording
Software Version: 1.0.48
File Version: 1.05M

RECORDING DESCRIPTION
Date: 21/05/21
Start Time: 11:11
Sample Time(sec),0.100000
Live Rate Over(sec) ,10

INSTRUMENTS USED
Instrument:1,Model:oxygraph+ Serial Number:19013

CALIBRATION DATA
Calibration Type,Liquid
Calibration Data Instrument No,1
Calibration Offset,215.658936
Calibration Factor,0.210076
Calibration Temperature,25.00
Calibration In Date,TRUE,
Calibration Units Index,0
Calibration Units String,



RECORDED DATA
TIME,OXYGEN,RATE,EVENT MARKERS,,,,
Time,Oxygen 1,Rate 1,Label,Trace,Type,Comment
0.0,295.671477,INVALID,Start,All,Start,Start at:11:11:00,
0.1,295.542946,INVALID,,,,,
0.2,295.428985,INVALID,,,,,
0.3,295.296389,INVALID,,,,,
0.4,295.129344,INVALID,,,,,
0.5,294.934064,INVALID,,,,,
0.6,294.716420,INVALID,,,,,
0.7,294.480706,INVALID,,,,,
0.8,294.236520,INVALID,,,,,
0.9,293.994707,INVALID,,,,,
1.0,293.763397,INVALID,Stirrer,All,System,Stirrer On,
1.1,293.549029,INVALID,,,,,
1.2,293.352619,INVALID,,,,,
1.3,293.163437,INVALID,,,,,
1.4,292.972449,INVALID,,,,,
1.5,292.783267,INVALID,,,,,
1.6,292.609672,INVALID,,,,,
1.7,292.455390,INVALID,,,,,
1.8,292.304609,INVALID,,,,,
1.9,292.140727,INVALID,,,,,
2.0,291.956515,INVALID,,,,,
2.1,291.759315,INVALID,,,,,
2.2,291.564034,INVALID,,,,,
2.3,291.381742,INVALID,,,,,
2.4,291.235931,INVALID,,,,,
2.5,291.157774,INVALID,,,,,
2.6,291.180363,INVALID,,,,,
2.7,291.343793,INVALID,,,,,
2.8,291.684771,INVALID,,,,,
2.9,292.222838,INVALID,,,,,
3.0,292.935064,INVALID,,,,,
3.1,293.790278,INVALID,,,,,
3.2,294.770521,INVALID,,,,,
3.3,295.859642,INVALID,,,,,
3.4,297.042732,INVALID,,,,,
3.5,298.307369,INVALID,,,,,
3.6,299.641918,INVALID,,,,,
3.7,301.034068,INVALID,,,,,
3.8,302.473994,INVALID,,,,,
3.9,303.945544,INVALID,,,,,
4.0,305.430874,INVALID,,,,,
4.1,306.918801,INVALID,,,,,
4.2,308.395095,INVALID,,,,,
4.3,309.847219,INVALID,,,,,
4.4,311.268960,INVALID,,,,,
4.5,312.659981,INVALID,,,,,
4.6,314.021298,INVALID,,,,,
4.7,315.350313,INVALID,,,,,
4.8,316.649058,INVALID,,,,,
4.9,317.909290,INVALID,,,,,
5.0,319.124796,INVALID,,,,,
5.1,320.302126,INVALID,,,,,
5.2,321.442750,INVALID,,,,,
5.3,322.539325,INVALID,,,,,
5.4,323.583382,INVALID,,,,,
5.5,324.579211,INVALID,,,,,
5.6,325.535509,INVALID,,,,,
5.7,326.454875,INVALID,,,,,
5.8,327.337422,INVALID,,,,,
5.9,328.189925,INVALID,,,,,
6.0,329.017354,INVALID,,,,,
6.1,329.819371,INVALID,,,,,
6.2,330.596766,INVALID,,,,,
6.3,331.335534,INVALID,,,,,
6.4,332.021557,INVALID,,,,,
6.5,332.660596,INVALID,,,,,
6.6,333.264960,INVALID,,,,,
6.7,333.847639,INVALID,,,,,
6.8,334.421283,INVALID,,,,,
6.9,334.989844,INVALID,,,,,
7.0,335.546546,INVALID,,,,,
7.1,336.085629,INVALID,,,,,
7.2,336.604608,INVALID,,,,,
7.3,337.099303,INVALID,,,,,
7.4,337.566554,INVALID,,,,,
7.5,338.017766,INVALID,,,,,
7.6,338.463218,INVALID,,,,,
7.7,338.902571,INVALID,,,,,
7.8,339.325095,INVALID,,,,,
7.9,339.713397,INVALID,,,,,
8.0,340.060927,INVALID,,,,,
8.1,340.378752,INVALID,,,,,
8.2,340.680313,INVALID,,,,,
8.3,340.973064,INVALID,,,,,
8.4,341.263105,INVALID,,,,,
8.5,341.564779,INVALID,,,,,
8.6,341.879667,INVALID,,,,,
8.7,342.191958,INVALID,,,,,
8.8,342.498376,INVALID,,,,,
8.9,342.796549,INVALID,,,,,
9.0,343.097432,INVALID,,,,,
9.1,343.414579,INVALID,,,,,
9.2,343.736583,INVALID,,,,,
9.3,344.039500,INVALID,,,,,
9.4,344.312034,INVALID,,,,,
9.5,344.561980,INVALID,,,,,
9.6,344.800631,INVALID,,,,,
9.7,345.034200,INVALID,,,,,
9.8,345.259523,INVALID,,,,,
9.9,345.471520,409.829630,,,,,
10.0,345.672786,412.375393,,,,,
10.1,345.867728,414.583857,,,,,
10.2,346.058942,416.456661,,,,,
10.3,346.248689,417.984309,,,,,
10.4,346.433127,419.150060,,,,,
10.5,346.609320,419.938177,,,,,
10.6,346.776364,420.334593,,,,,
10.7,346.936632,420.327550,,,,,
10.8,347.087525,419.907776,,,,,
10.9,347.231642,419.070873,,,,,
11.0,347.381406,417.819894,,,,,
11.1,347.530154,416.157894,,,,,
11.2,347.663089,414.083152,,,,,
11.3,347.777163,411.589202,,,,,
11.4,347.874069,408.667085,,,,,
11.5,347.963295,405.312646,,,,,
11.6,348.058733,401.531763,,,,,
11.7,348.164449,397.333185,,,,,
11.8,348.272988,392.717320,,,,,
11.9,348.379833,387.676933,,,,,
12.0,348.481257,382.200748,,,,,
12.1,348.573984,376.278886,,,,,
12.2,348.663549,369.908831,,,,,
12.3,348.755260,363.094019,,,,,
12.4,348.847874,355.846066,,,,,
12.5,348.942860,348.188700,,,,,
12.6,349.045075,340.159887,,,,,
12.7,349.151694,331.811839,,,,,
12.8,349.262379,323.210977,,,,,
12.9,349.375211,314.431392,,,,,
13.0,349.489962,305.540161,,,,,
13.1,349.604149,296.593382,,,,,
13.2,349.710203,287.638956,,,,,
13.3,349.808352,278.719952,,,,,
13.4,349.900062,269.875383,,,,,
13.5,349.990983,261.142478,,,,,
13.6,350.080096,252.554467,,,,,
13.7,350.163787,244.139332,,,,,
13.8,350.246914,235.923667,,,,,
13.9,350.324733,227.926848,,,,,
14.0,350.395775,220.161508,,,,,
14.1,350.466704,212.638734,,,,,
14.2,350.539440,205.365144,,,,,
14.3,350.609352,198.341048,,,,,
14.4,350.679490,191.565433,,,,,
14.5,350.774364,185.045675,,,,,
14.6,350.915318,178.796732,,,,,
14.7,351.089365,172.827440,,,,,
14.8,351.260137,167.133941,,,,,
14.9,351.405609,161.701335,,,,,
15.0,351.525330,156.512206,,,,,
15.1,351.610038,151.548084,,,,,
15.2,351.655103,146.789356,,,,,
15.3,351.677466,142.219804,,,,,
15.4,351.696101,137.826735,,,,,
15.5,351.722304,133.602694,,,,,
15.6,351.750428,129.540972,,,,,
15.7,351.776405,125.634058,,,,,
15.8,351.803398,121.875359,,,,,
15.9,351.836830,118.262403,,,,,
16.0,351.887768,114.798213,,,,,
